="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)"
="",="(0.021)",="(0.021)",="(0.026)",="(0.028)",="(0.034)",="(0.036)",="(0.041)",="(0.042)",="(0.044)",="(0.042)",="(0.052)",="(0.046)",="(0.053)",="(0.048)",="(0.056)",="(0.053)",="(0.065)",="(0.059)",="(0.065)",="(0.061)",="(0.072)"
="L6_vlm_ma60_adj",="0.011",="0.030",="0.042",="0.057**",="0.088**",="0.080**",="0.102**",="0.085**",="0.068",="0.063",="0.052",="0.067",="0.035",="0.059",="0.091*",="0.085",="0.077",="0.060",="0.084",="0.056",="0.065"
="",="(0.020)",="(0.019)",="(0.027)",="(0.027)",="(0.036)",="(0.037)",="(0.041)",="(0.039)",="(0.042)",="(0.045)",="(0.045)",="(0.047)",="(0.048)",="(0.049)",="(0.054)",="(0.055)",="(0.057)",="(0.056)",="(0.059)",="(0.063)",="(0.062)"
="L7_vlm_ma60_adj",="0.022",="0.035",="0.046",="0.073**",="0.066*",="0.095**",="0.082*",="0.078*",="0.074",="0.064",="0.085*",="0.054",="0.073",="0.096*",="0.070",="0.069",="0.052",="0.075",="0.050",="0.061",="0.061"
="",="(0.019)",="(0.022)",="(0.029)",="(0.033)",="(0.039)",="(0.038)",="(0.043)",="(0.042)",="(0.049)",="(0.047)",="(0.049)",="(0.051)",="(0.052)",="(0.057)",="(0.058)",="(0.060)",="(0.059)",="(0.063)",="(0.066)",="(0.067)",="(0.069)"
="L8_vlm_ma60_adj",="0.032",="0.064***",="0.101***",="0.110***",="0.143***",="0.120***",="0.111***",="0.106***",="0.109**",="0.125***",="0.095*",="0.116**",="0.136**",="0.117**",="0.113*",="0.117**",="0.140**",="0.116*",="0.133**",="0.155**",="0.153**"
="",="(0.021)",="(0.017)",="(0.030)",="(0.029)",="(0.036)",="(0.035)",="(0.040)",="(0.040)",="(0.045)",="(0.043)",="(0.050)",="(0.045)",="(0.054)",="(0.051)",="(0.059)",="(0.056)",="(0.063)",="(0.064)",="(0.067)",="(0.066)",="(0.070)"
="L1_vol_ma60",="0.006***",="0.005**",="0.006**",="0.010***",="0.012***",="0.012***",="0.011***",="0.010***",="0.008**",="0.007**",="0.008**",="0.007*",="0.005",="0.005",="0.005",="0.004",="0.006*",="0.010**",="0.010***",="0.007*",="0.009**"
="",="(0.002)",="(0.002)",="(0.003)",="(0.002)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.003)",="(0.004)",="(0.003)",="(0.004)",="(0.003)",="(0.005)",="(0.004)",="(0.004)",="(0.004)"
="L2_vol_ma60",="-0.003*",="-0.003*",="-0.001",="0.001",="0.002",="-0.000",="-0.001",="-0.001",="-0.002",="-0.001",="-0.002",="-0.003",="-0.003",="-0.003",="-0.004",="-0.003",="0.000",="-0.002",="-0.004",="-0.001",="-0.005"
="",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.003)",="(0.004)"
="L3_vol_ma60",="0.000",="0.003**",="0.005***",="0.006***",="0.004*",="0.003",="0.003",="0.002",="0.003",="0.001",="0.000",="0.001",="0.001",="0.000",="0.002",="0.005",="0.004",="0.001",="0.004",="0.000",="0.001"
="",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)"
="L4_vol_ma60",="0.002*",="0.003*",="0.003**",="0.001",="-0.001",="-0.001",="-0.002",="-0.001",="-0.003",="-0.004*",="-0.003",="-0.003",="-0.003",="-0.001",="0.002",="0.001",="-0.002",="0.001",="-0.002",="-0.003",="-0.003"
="",="(0.001)",="(0.002)",="(0.001)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)"
="L5_vol_ma60",="-0.001",="-0.000",="0.001",="-0.001",="-0.003",="-0.003",="-0.003",="-0.004",="-0.006**",="-0.005**",="-0.005**",="-0.006**",="-0.006*",="-0.002",="-0.004",="-0.009***",="-0.006*",="-0.010**",="-0.011**",="-0.008*",="-0.008"
="",="(0.001)",="(0.001)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.002)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.003)",="(0.004)",="(0.005)",="(0.004)",="(0.005)"
="L6_vol_ma60",="0.001",="-0.001",="-0.003**",="-0.005***",="-0.005***",="-0.005***",="-0.006**",="-0.007***",="-0.007***",="-0.007***",="-0.007***",="-0.007***",="-0.004",="-0.006**",="-0.010***",="-0.008***",="-0.011***",="-0.012***",="-0.011***",="-0.012***",="-0.014***"
="",="(0.001)",="(0.001)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.002)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)",="(0.005)"
="L7_vol_ma60",="-0.002",="-0.004***",="-0.006***",="-0.006***",="-0.006***",="-0.007***",="-0.007***",="-0.007***",="-0.006***",="-0.007***",="-0.006***",="-0.004*",="-0.005*",="-0.010***",="-0.007**",="-0.010***",="-0.012***",="-0.012***",="-0.011***",="-0.011*",="-0.010**"
="",="(0.002)",="(0.001)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.004)",="(0.004)",="(0.006)",="(0.005)"
="L8_vol_ma60",="-0.002*",="-0.004***",="-0.005***",="-0.004***",="-0.006***",="-0.006***",="-0.006***",="-0.006**",="-0.006**",="-0.005**",="-0.003",="-0.005*",="-0.009***",="-0.007**",="-0.010***",="-0.011***",="-0.012***",="-0.010**",="-0.012**",="-0.011**",="-0.009*"
="",="(0.001)",="(0.001)",="(0.002)",="(0.001)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.002)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.003)",="(0.004)",="(0.004)",="(0.005)",="(0.005)",="(0.005)",="(0.005)"
="L1_vix",="-0.104***",="-0.068***",="-0.046*",="-0.025",="0.015",="0.018",="0.031",="0.020",="-0.011",="-0.053",="-0.073*",="-0.066",="-0.058",="-0.069",="-0.051",="-0.043",="-0.047",="-0.040",="-0.046",="-0.053",="-0.044"
="",="(0.018)",="(0.020)",="(0.027)",="(0.029)",="(0.034)",="(0.032)",="(0.036)",="(0.035)",="(0.037)",="(0.039)",="(0.041)",="(0.045)",="(0.045)",="(0.046)",="(0.046)",="(0.048)",="(0.048)",="(0.052)",="(0.049)",="(0.058)",="(0.051)"
