="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="(0.023)",="(0.026)",="(0.029)",="(0.032)",="(0.040)",="(0.038)",="(0.045)",="(0.043)",="(0.048)",="(0.047)",="(0.055)",="(0.051)",="(0.057)",="(0.055)",="(0.061)",="(0.057)"
="L6_R_DJ_global",="0.007",="0.005",="0.005",="-0.045",="-0.048",="-0.045",="-0.056",="-0.011",="0.011",="0.020",="0.067",="0.067",="0.060",="0.053",="0.007",="-0.029"
="",="(0.024)",="(0.024)",="(0.030)",="(0.035)",="(0.038)",="(0.041)",="(0.043)",="(0.047)",="(0.046)",="(0.052)",="(0.051)",="(0.057)",="(0.055)",="(0.060)",="(0.057)",="(0.061)"
="L7_R_DJ_global",="0.016",="0.025",="-0.024",="-0.027",="-0.032",="-0.039",="0.000",="0.025",="0.036",="0.080*",="0.085*",="0.090*",="0.083",="0.041",="0.003",="0.031"
="",="(0.024)",="(0.024)",="(0.032)",="(0.035)",="(0.037)",="(0.037)",="(0.040)",="(0.038)",="(0.045)",="(0.043)",="(0.050)",="(0.046)",="(0.052)",="(0.049)",="(0.054)",="(0.051)"
="L8_R_DJ_global",="-0.009",="-0.034",="-0.037",="-0.038",="-0.039",="-0.006",="0.010",="0.040",="0.082*",="0.086*",="0.093**",="0.107**",="0.074",="0.032",="0.057",="0.081"
="",="(0.023)",="(0.027)",="(0.035)",="(0.033)",="(0.039)",="(0.039)",="(0.042)",="(0.044)",="(0.043)",="(0.045)",="(0.045)",="(0.049)",="(0.048)",="(0.051)",="(0.049)",="(0.055)"
="dow2",="0.042",="0.043",="0.090",="0.127",="0.080",="0.100",="0.152",="0.109",="0.046",="0.091",="0.115",="0.214*",="0.176",="0.045",="0.083",="0.145"
="",="(0.063)",="(0.066)",="(0.088)",="(0.091)",="(0.104)",="(0.102)",="(0.111)",="(0.110)",="(0.119)",="(0.118)",="(0.119)",="(0.118)",="(0.118)",="(0.118)",="(0.120)",="(0.124)"
="dow3",="0.089",="0.102",="0.111",="-0.006",="-0.011",="0.081",="0.101",="0.028",="-0.022",="0.028",="0.131",="0.064",="-0.031",="-0.099",="0.032",="0.092"
="",="(0.060)",="(0.064)",="(0.082)",="(0.083)",="(0.092)",="(0.087)",="(0.094)",="(0.090)",="(0.097)",="(0.101)",="(0.103)",="(0.103)",="(0.105)",="(0.102)",="(0.109)",="(0.111)"
="dow4",="0.115*",="0.070",="-0.059",="-0.028",="0.029",="0.070",="0.067",="-0.039",="-0.067",="0.043",="0.060",="0.006",="-0.046",="-0.038",="0.040",="0.065"
="",="(0.063)",="(0.066)",="(0.079)",="(0.080)",="(0.085)",="(0.082)",="(0.085)",="(0.084)",="(0.088)",="(0.090)",="(0.086)",="(0.091)",="(0.092)",="(0.089)",="(0.093)",="(0.094)"
="dow5",="0.083",="-0.058",="-0.040",="-0.036",="-0.036",="-0.006",="-0.032",="-0.085",="-0.052",="0.011",="-0.033",="-0.073",="-0.060",="-0.090",="0.001",="-0.013"
="",="(0.058)",="(0.060)",="(0.078)",="(0.080)",="(0.093)",="(0.096)",="(0.102)",="(0.103)",="(0.107)",="(0.113)",="(0.111)",="(0.114)",="(0.115)",="(0.116)",="(0.120)",="(0.122)"
="res0",="",="0.979***",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.019)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F1_d_returns_h",="",="7.821***",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.905)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F1_d_returns_l",="",="-7.455***",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.294)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="res1",="",="",="0.970***",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(0.029)",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F2_d_returns_h",="",="",="5.519***",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(1.345)",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F2_d_returns_l",="",="",="-8.539***",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(0.935)",="",="",="",="",="",="",="",="",="",="",="",="",=""
="res2",="",="",="",="0.975***",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(0.024)",="",="",="",="",="",="",="",="",="",="",="",=""
="F3_d_returns_h",="",="",="",="5.469***",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(1.492)",="",="",="",="",="",="",="",="",="",="",="",=""
="F3_d_returns_l",="",="",="",="-8.240***",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(0.923)",="",="",="",="",="",="",="",="",="",="",="",=""
="res3",="",="",="",="",="0.968***",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(0.032)",="",="",="",="",="",="",="",="",="",="",=""
="F4_d_returns_h",="",="",="",="",="3.558**",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(1.774)",="",="",="",="",="",="",="",="",="",="",=""
="F4_d_returns_l",="",="",="",="",="-7.678***",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(1.334)",="",="",="",="",="",="",="",="",="",="",=""
="res4",="",="",="",="",="",="0.973***",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(0.030)",="",="",="",="",="",="",="",="",="",=""
="F5_d_returns_h",="",="",="",="",="",="3.717**",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(1.794)",="",="",="",="",="",="",="",="",="",=""
="F5_d_returns_l",="",="",="",="",="",="-6.402***",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(1.960)",="",="",="",="",="",="",="",="",="",=""
="res5",="",="",="",="",="",="",="0.973***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(0.038)",="",="",="",="",="",="",="",="",=""
="F6_d_returns_h",="",="",="",="",="",="",="2.906",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(2.060)",="",="",="",="",="",="",="",="",=""
="F6_d_returns_l",="",="",="",="",="",="",="-7.288***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(1.535)",="",="",="",="",="",="",="",="",=""
="res6",="",="",="",="",="",="",="",="0.973***",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(0.035)",="",="",="",="",="",="",="",=""
="F7_d_returns_h",="",="",="",="",="",="",="",="3.091",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(2.106)",="",="",="",="",="",="",="",=""
="F7_d_returns_l",="",="",="",="",="",="",="",="-7.596***",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(1.415)",="",="",="",="",="",="",="",=""
="res7",="",="",="",="",="",="",="",="",="0.977***",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(0.041)",="",="",="",="",="",="",=""
="F8_d_returns_h",="",="",="",="",="",="",="",="",="3.512",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(2.184)",="",="",="",="",="",="",=""
="F8_d_returns_l",="",="",="",="",="",="",="",="",="-8.233***",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(1.314)",="",="",="",="",="",="",=""
="res8",="",="",="",="",="",="",="",="",="",="0.978***",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(0.039)",="",="",="",="",="",=""
="F9_d_returns_h",="",="",="",="",="",="",="",="",="",="2.322",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(2.352)",="",="",="",="",="",=""
="F9_d_returns_l",="",="",="",="",="",="",="",="",="",="-8.409***",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(1.129)",="",="",="",="",="",=""
="res9",="",="",="",="",="",="",="",="",="",="",="0.976***",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(0.042)",="",="",="",="",=""
="F10_d_returns_h",="",="",="",="",="",="",="",="",="",="",="2.258",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(2.013)",="",="",="",="",=""
="F10_d_returns_l",="",="",="",="",="",="",="",="",="",="",="-9.088***",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(0.844)",="",="",="",="",=""
="res10",="",="",="",="",="",="",="",="",="",="",="",="0.979***",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(0.040)",="",="",="",=""
="F11_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="3.992**",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(1.683)",="",="",="",=""
="F11_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="-8.322***",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(1.395)",="",="",="",=""
="res11",="",="",="",="",="",="",="",="",="",="",="",="",="0.980***",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.044)",="",="",=""
="F12_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="3.131**",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.374)",="",="",=""
="F12_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="-9.130***",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.883)",="",="",=""
="res12",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.983***",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.042)",="",=""
="F13_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="",="1.639",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.719)",="",=""
="F13_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="",="-9.445***",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.702)",="",=""
="res13",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.982***",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.044)",=""
="F14_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="1.135",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.779)",=""
="F14_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-8.898***",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.971)",=""
="res14",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.979***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.043)"
="F15_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.213"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(2.073)"
="F15_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-9.812***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.046)"
="Observations",="6016",="6010",="6008",="6005",="6001",="5999",="5997",="5996",="5994",="5994",="5992",="5990",="5985",="5984",="5983",="5982"
="R-squared",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
