="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="L5_R_DJ_global",="0.005",="0.011",="0.020",="0.022",="-0.015",="-0.053",="-0.055",="-0.036",="0.004",="-0.006",="-0.013",="-0.000",="0.003",="-0.026",="-0.026",="-0.023"
="",="(0.022)",="(0.022)",="(0.029)",="(0.030)",="(0.038)",="(0.040)",="(0.040)",="(0.043)",="(0.045)",="(0.050)",="(0.048)",="(0.054)",="(0.049)",="(0.059)",="(0.053)",="(0.064)"
="L6_R_DJ_global",="0.012",="0.016",="0.022",="-0.002",="-0.035",="-0.041",="-0.024",="0.015",="0.003",="0.002",="0.016",="0.016",="-0.018",="-0.020",="-0.023",="-0.041"
="",="(0.021)",="(0.021)",="(0.030)",="(0.031)",="(0.039)",="(0.035)",="(0.043)",="(0.043)",="(0.051)",="(0.046)",="(0.054)",="(0.050)",="(0.061)",="(0.053)",="(0.065)",="(0.054)"
="L7_R_DJ_global",="0.008",="0.021",="-0.004",="-0.034",="-0.036",="-0.025",="0.016",="0.002",="0.003",="0.019",="0.021",="-0.014",="-0.011",="-0.011",="-0.022",="-0.030"
="",="(0.020)",="(0.020)",="(0.028)",="(0.030)",="(0.033)",="(0.035)",="(0.039)",="(0.041)",="(0.042)",="(0.045)",="(0.046)",="(0.050)",="(0.048)",="(0.052)",="(0.049)",="(0.055)"
="L8_R_DJ_global",="0.022",="0.017",="0.022",="0.028",="0.050",="0.076**",="0.079**",="0.076**",="0.091**",="0.102***",="0.067*",="0.072*",="0.084*",="0.080**",="0.062",="0.064"
="",="(0.017)",="(0.020)",="(0.025)",="(0.025)",="(0.032)",="(0.033)",="(0.038)",="(0.038)",="(0.040)",="(0.038)",="(0.040)",="(0.040)",="(0.044)",="(0.040)",="(0.048)",="(0.043)"
="dow2",="-0.163***",="-0.078*",="-0.032",="-0.013",="0.043",="-0.102",="-0.047",="-0.017",="0.004",="0.041",="-0.072",="-0.018",="0.033",="0.033",="0.033",="-0.038"
="",="(0.042)",="(0.044)",="(0.054)",="(0.059)",="(0.062)",="(0.065)",="(0.068)",="(0.065)",="(0.067)",="(0.064)",="(0.066)",="(0.065)",="(0.072)",="(0.069)",="(0.074)",="(0.071)"
="dow3",="-0.037",="0.091**",="0.130**",="0.191***",="0.088",="-0.004",="0.088",="0.142***",="0.210***",="0.128**",="0.075",="0.169***",="0.216***",="0.229***",="0.155***",="0.104"
="",="(0.037)",="(0.045)",="(0.053)",="(0.052)",="(0.059)",="(0.052)",="(0.054)",="(0.055)",="(0.057)",="(0.057)",="(0.054)",="(0.058)",="(0.057)",="(0.060)",="(0.057)",="(0.066)"
="dow4",="-0.031",="0.103**",="0.193***",="0.111**",="0.061",="0.006",="0.115**",="0.191***",="0.110**",="0.073",="0.052",="0.145***",="0.211***",="0.122**",="0.066",="0.059"
="",="(0.039)",="(0.045)",="(0.051)",="(0.055)",="(0.053)",="(0.050)",="(0.053)",="(0.053)",="(0.054)",="(0.053)",="(0.052)",="(0.054)",="(0.054)",="(0.056)",="(0.053)",="(0.055)"
="dow5",="-0.031",="0.133***",="0.066",="0.039",="0.023",="-0.011",="0.130**",="0.081",="0.065",="0.069",="0.044",="0.174***",="0.137**",="0.084",="0.084",="0.088"
="",="(0.038)",="(0.039)",="(0.054)",="(0.050)",="(0.061)",="(0.056)",="(0.062)",="(0.061)",="(0.061)",="(0.059)",="(0.060)",="(0.060)",="(0.063)",="(0.066)",="(0.064)",="(0.068)"
="res0",="",="1.060***",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.009)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F1_d_returns_h",="",="11.682***",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(1.131)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F1_d_returns_l",="",="-10.881***",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(0.716)",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="res1",="",="",="1.047***",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(0.016)",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F2_d_returns_h",="",="",="10.940***",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(1.406)",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F2_d_returns_l",="",="",="-11.604***",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(0.633)",="",="",="",="",="",="",="",="",="",="",="",="",=""
="res2",="",="",="",="1.021***",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(0.012)",="",="",="",="",="",="",="",="",="",="",="",=""
="F3_d_returns_h",="",="",="",="10.359***",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(1.603)",="",="",="",="",="",="",="",="",="",="",="",=""
="F3_d_returns_l",="",="",="",="-11.944***",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(0.717)",="",="",="",="",="",="",="",="",="",="",="",=""
="res3",="",="",="",="",="1.019***",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(0.017)",="",="",="",="",="",="",="",="",="",="",=""
="F4_d_returns_h",="",="",="",="",="8.354***",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(1.706)",="",="",="",="",="",="",="",="",="",="",=""
="F4_d_returns_l",="",="",="",="",="-11.932***",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(0.876)",="",="",="",="",="",="",="",="",="",="",=""
="res4",="",="",="",="",="",="1.007***",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(0.015)",="",="",="",="",="",="",="",="",="",=""
="F5_d_returns_h",="",="",="",="",="",="7.448***",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(1.892)",="",="",="",="",="",="",="",="",="",=""
="F5_d_returns_l",="",="",="",="",="",="-12.136***",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(0.972)",="",="",="",="",="",="",="",="",="",=""
="res5",="",="",="",="",="",="",="1.011***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(0.018)",="",="",="",="",="",="",="",="",=""
="F6_d_returns_h",="",="",="",="",="",="",="7.330***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(1.825)",="",="",="",="",="",="",="",="",=""
="F6_d_returns_l",="",="",="",="",="",="",="-12.548***",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(1.121)",="",="",="",="",="",="",="",="",=""
="res6",="",="",="",="",="",="",="",="1.012***",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(0.016)",="",="",="",="",="",="",="",=""
="F7_d_returns_h",="",="",="",="",="",="",="",="7.111***",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(1.825)",="",="",="",="",="",="",="",=""
="F7_d_returns_l",="",="",="",="",="",="",="",="-12.488***",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(1.156)",="",="",="",="",="",="",="",=""
="res7",="",="",="",="",="",="",="",="",="1.011***",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(0.020)",="",="",="",="",="",="",=""
="F8_d_returns_h",="",="",="",="",="",="",="",="",="6.426***",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(1.863)",="",="",="",="",="",="",=""
="F8_d_returns_l",="",="",="",="",="",="",="",="",="-12.547***",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(1.190)",="",="",="",="",="",="",=""
="res8",="",="",="",="",="",="",="",="",="",="1.011***",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(0.018)",="",="",="",="",="",=""
="F9_d_returns_h",="",="",="",="",="",="",="",="",="",="6.369***",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(1.859)",="",="",="",="",="",=""
="F9_d_returns_l",="",="",="",="",="",="",="",="",="",="-12.433***",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(1.200)",="",="",="",="",="",=""
="res9",="",="",="",="",="",="",="",="",="",="",="1.009***",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(0.021)",="",="",="",="",=""
="F10_d_returns_h",="",="",="",="",="",="",="",="",="",="",="5.427***",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(1.954)",="",="",="",="",=""
="F10_d_returns_l",="",="",="",="",="",="",="",="",="",="",="-12.752***",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(1.314)",="",="",="",="",=""
="res10",="",="",="",="",="",="",="",="",="",="",="",="1.009***",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(0.020)",="",="",="",=""
="F11_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="6.931***",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(2.105)",="",="",="",=""
="F11_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="-12.559***",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(1.339)",="",="",="",=""
="res11",="",="",="",="",="",="",="",="",="",="",="",="",="1.009***",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.023)",="",="",=""
="F12_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="5.818***",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(2.071)",="",="",=""
="F12_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="-13.034***",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.548)",="",="",=""
="res12",="",="",="",="",="",="",="",="",="",="",="",="",="",="1.011***",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.022)",="",=""
="F13_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="",="5.286***",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(2.016)",="",=""
="F13_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="",="-12.096***",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.463)",="",=""
="res13",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="1.011***",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.024)",=""
="F14_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="4.433**",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(2.132)",=""
="F14_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-12.642***",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.684)",=""
="res14",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="1.012***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.023)"
="F15_d_returns_h",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="3.598*"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(2.156)"
="F15_d_returns_l",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-12.328***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.746)"
="Observations",="102665",="102651",="102635",="102621",="102612",="102599",="102579",="102572",="102567",="102559",="102554",="102547",="102534",="102528",="102522",="102513"
="R-squared",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
