="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)"
="L5_returns",="-0.028**",="-0.034***",="-0.016",="0.007",="-0.008",="-0.020",="-0.030",="-0.023",="-0.008",="0.004",="0.026",="0.029",="0.021",="0.010",="0.002",="0.008",="0.013",="0.026",="0.030",="0.041",="0.036"
="",="(0.012)",="(0.013)",="(0.018)",="(0.017)",="(0.021)",="(0.021)",="(0.025)",="(0.023)",="(0.028)",="(0.026)",="(0.031)",="(0.028)",="(0.036)",="(0.030)",="(0.037)",="(0.033)",="(0.041)",="(0.035)",="(0.040)",="(0.036)",="(0.042)"
="L6_returns",="-0.000",="0.022*",="0.040**",="0.029*",="0.007",="0.008",="0.011",="0.021",="0.033",="0.054**",="0.059**",="0.052",="0.047",="0.032",="0.033",="0.043",="0.059",="0.070**",="0.084**",="0.083**",="0.084**"
="",="(0.012)",="(0.013)",="(0.017)",="(0.017)",="(0.021)",="(0.020)",="(0.023)",="(0.024)",="(0.026)",="(0.027)",="(0.029)",="(0.032)",="(0.030)",="(0.032)",="(0.033)",="(0.035)",="(0.036)",="(0.035)",="(0.036)",="(0.037)",="(0.037)"
="L7_returns",="0.017",="0.046***",="0.035**",="0.022",="0.019",="0.029",="0.037",="0.048**",="0.063**",="0.061**",="0.067**",="0.058**",="0.041",="0.049*",="0.062*",="0.083***",="0.092***",="0.106***",="0.107***",="0.110***",="0.096**"
="",="(0.012)",="(0.012)",="(0.017)",="(0.017)",="(0.020)",="(0.020)",="(0.024)",="(0.022)",="(0.027)",="(0.024)",="(0.032)",="(0.025)",="(0.032)",="(0.028)",="(0.035)",="(0.030)",="(0.035)",="(0.030)",="(0.037)",="(0.033)",="(0.042)"
="L8_returns",="0.020*",="0.019",="0.001",="0.000",="0.003",="0.018",="0.016",="0.031",="0.031",="0.029",="0.029",="0.008",="0.024",="0.025",="0.038",="0.037",="0.055*",="0.059*",="0.059*",="0.044",="0.050"
="",="(0.011)",="(0.013)",="(0.018)",="(0.017)",="(0.022)",="(0.021)",="(0.024)",="(0.024)",="(0.026)",="(0.030)",="(0.026)",="(0.030)",="(0.029)",="(0.032)",="(0.030)",="(0.031)",="(0.031)",="(0.034)",="(0.032)",="(0.038)",="(0.035)"
="F0_d_returns_h",="9.345***",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.670)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="F0_d_returns_l",="-8.743***",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(0.592)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="L1_vlm_ma60_adj",="0.058",="0.111***",="0.136**",="0.165***",="0.150**",="0.126*",="0.134*",="0.157**",="0.261***",="0.323***",="0.348***",="0.323***",="0.299***",="0.353***",="0.363***",="0.371***",="0.466***",="0.524***",="0.520***",="0.558***",="0.558***"
="",="(0.042)",="(0.041)",="(0.059)",="(0.057)",="(0.069)",="(0.067)",="(0.080)",="(0.077)",="(0.096)",="(0.090)",="(0.100)",="(0.099)",="(0.102)",="(0.105)",="(0.114)",="(0.112)",="(0.125)",="(0.120)",="(0.136)",="(0.126)",="(0.151)"
="L2_vlm_ma60_adj",="0.031",="0.033",="0.059",="0.064",="0.051",="0.103",="0.142*",="0.213***",="0.206**",="0.179**",="0.122",="0.161*",="0.214**",="0.225**",="0.233**",="0.314***",="0.337***",="0.321***",="0.351***",="0.362***",="0.338***"
="",="(0.040)",="(0.041)",="(0.056)",="(0.054)",="(0.066)",="(0.067)",="(0.076)",="(0.080)",="(0.090)",="(0.085)",="(0.101)",="(0.091)",="(0.107)",="(0.104)",="(0.111)",="(0.116)",="(0.115)",="(0.122)",="(0.123)",="(0.134)",="(0.124)"
="L3_vlm_ma60_adj",="-0.032",="-0.031",="-0.044",="-0.081",="-0.045",="-0.043",="0.005",="0.034",="0.015",="-0.045",="-0.031",="-0.018",="-0.030",="-0.036",="0.033",="0.027",="0.003",="0.012",="0.007",="-0.046",="-0.045"
="",="(0.039)",="(0.042)",="(0.054)",="(0.055)",="(0.064)",="(0.065)",="(0.076)",="(0.077)",="(0.082)",="(0.085)",="(0.088)",="(0.093)",="(0.102)",="(0.100)",="(0.110)",="(0.102)",="(0.116)",="(0.108)",="(0.125)",="(0.110)",="(0.130)"
="L4_vlm_ma60_adj",="0.009",="0.012",="-0.012",="0.001",="0.028",="0.091",="0.111",="0.104",="0.063",="0.062",="0.100",="0.118",="0.110",="0.179*",="0.204**",="0.180*",="0.190*",="0.207*",="0.186*",="0.177",="0.219**"
="",="(0.040)",="(0.040)",="(0.055)",="(0.054)",="(0.067)",="(0.068)",="(0.077)",="(0.077)",="(0.084)",="(0.087)",="(0.090)",="(0.098)",="(0.096)",="(0.104)",="(0.098)",="(0.108)",="(0.105)",="(0.115)",="(0.106)",="(0.120)",="(0.111)"
="L5_vlm_ma60_adj",="0.000",="-0.053",="-0.038",="-0.020",="0.008",="0.048",="0.083",="0.032",="0.014",="0.045",="0.027",="0.030",="0.076",="0.082",="0.063",="0.062",="0.053",="0.013",="0.002",="0.026",="0.047"
="",="(0.039)",="(0.041)",="(0.053)",="(0.056)",="(0.069)",="(0.068)",="(0.076)",="(0.077)",="(0.087)",="(0.084)",="(0.100)",="(0.092)",="(0.105)",="(0.093)",="(0.111)",="(0.097)",="(0.117)",="(0.099)",="(0.120)",="(0.107)",="(0.122)"
="L6_vlm_ma60_adj",="-0.030",="-0.011",="0.029",="0.086",="0.132*",="0.155**",="0.076",="0.062",="0.118",="0.133",="0.117",="0.163*",="0.202**",="0.202*",="0.181*",="0.216**",="0.192*",="0.167",="0.234**",="0.236**",="0.250**"
="",="(0.041)",="(0.040)",="(0.055)",="(0.058)",="(0.069)",="(0.064)",="(0.077)",="(0.072)",="(0.084)",="(0.085)",="(0.091)",="(0.094)",="(0.094)",="(0.104)",="(0.100)",="(0.108)",="(0.101)",="(0.111)",="(0.108)",="(0.119)",="(0.110)"
="L7_vlm_ma60_adj",="0.038",="0.070*",="0.115**",="0.124**",="0.146**",="0.077",="0.075",="0.136*",="0.143",="0.143",="0.200*",="0.215**",="0.193*",="0.168*",="0.193*",="0.171*",="0.156",="0.216**",="0.232*",="0.236**",="0.239*"
="",="(0.039)",="(0.039)",="(0.058)",="(0.059)",="(0.068)",="(0.071)",="(0.078)",="(0.080)",="(0.093)",="(0.087)",="(0.103)",="(0.093)",="(0.112)",="(0.098)",="(0.116)",="(0.103)",="(0.120)",="(0.110)",="(0.129)",="(0.114)",="(0.133)"
="L8_vlm_ma60_adj",="0.031",="0.098**",="0.133**",="0.139**",="0.090",="0.107",="0.170**",="0.192**",="0.215**",="0.270***",="0.302***",="0.294***",="0.309***",="0.326***",="0.311***",="0.309**",="0.341***",="0.344***",="0.339***",="0.326**",="0.297**"
="",="(0.037)",="(0.039)",="(0.056)",="(0.055)",="(0.071)",="(0.072)",="(0.085)",="(0.088)",="(0.094)",="(0.100)",="(0.102)",="(0.106)",="(0.106)",="(0.114)",="(0.112)",="(0.121)",="(0.123)",="(0.130)",="(0.129)",="(0.135)",="(0.136)"
="L1_vol_ma60",="0.004",="0.009**",="0.008",="0.008",="0.007",="0.002",="-0.004",="-0.009",="-0.010",="-0.009",="-0.011",="-0.011",="-0.011",="-0.009",="-0.012",="-0.004",="-0.006",="-0.007",="-0.010",="-0.011",="-0.006"
="",="(0.004)",="(0.004)",="(0.006)",="(0.006)",="(0.006)",="(0.005)",="(0.007)",="(0.006)",="(0.010)",="(0.006)",="(0.009)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.008)",="(0.009)",="(0.008)",="(0.009)",="(0.009)"
="L2_vol_ma60",="0.003",="0.004",="0.004",="0.002",="-0.002",="-0.006",="-0.010",="-0.008",="-0.005",="-0.006",="-0.008",="-0.010",="-0.009",="-0.012",="-0.006",="-0.007",="-0.009",="-0.013*",="-0.011",="-0.007",="-0.005"
="",="(0.004)",="(0.004)",="(0.005)",="(0.004)",="(0.005)",="(0.007)",="(0.006)",="(0.009)",="(0.007)",="(0.008)",="(0.009)",="(0.008)",="(0.010)",="(0.008)",="(0.009)",="(0.008)",="(0.011)",="(0.007)",="(0.010)",="(0.008)",="(0.012)"
